id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
lkcwqunTFw1wpdwaH2qHJQ,japanese-ramen-gachi-houston,Japanese Ramen Gachi,https://s3-media4.fl.yelpcdn.com/bphoto/62skt0q_d_3XxDsr_FIF7w/o.jpg,False,https://www.yelp.com/biz/japanese-ramen-gachi-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,43,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 29.706875, 'longitude': -95.411809}","['delivery', 'pickup']","{'address1': '2268 W Holcombe Blvd', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77030', 'country': 'US', 'state': 'TX', 'display_address': ['2268 W Holcombe Blvd', 'Houston, TX 77030']}",+17134854735,(713) 485-4735,8005.334897705618,$$
Hg7SqeIdMNYyu8gvTGFwJw,mdk-noodles-houston-5,MDK Noodles,https://s3-media1.fl.yelpcdn.com/bphoto/U2cc_kCYSu1rdADh01Jpow/o.jpg,False,https://www.yelp.com/biz/mdk-noodles-houston-5?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,241,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'korean', 'title': 'Korean'}]",4.2,"{'latitude': 29.705246, 'longitude': -95.554402}","['delivery', 'pickup']","{'address1': '9798 Bellaire Blvd', 'address2': 'Ste F', 'address3': None, 'city': 'Houston', 'zip_code': '77036', 'country': 'US', 'state': 'TX', 'display_address': ['9798 Bellaire Blvd', 'Ste F', 'Houston, TX 77036']}",+12818883141,(281) 888-3141,19847.686409638372,$$
C0LRtxR32LjDfbL51xbF5Q,gottis-houston,Gotti's,https://s3-media3.fl.yelpcdn.com/bphoto/EVUBCMCyX4x_8UI7677kWA/o.jpg,False,https://www.yelp.com/biz/gottis-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,241,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",3.2,"{'latitude': 29.75219, 'longitude': -95.35444}","['delivery', 'pickup']","{'address1': '811 St Emanuel St', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77003', 'country': 'US', 'state': 'TX', 'display_address': ['811 St Emanuel St', 'Houston, TX 77003']}",+17134053500,(713) 405-3500,1320.8707663342132,$$
Xck-4_f4S5Z9I2xlaaOGXg,nonnos-houston-2,Nonno's,https://s3-media1.fl.yelpcdn.com/bphoto/C1Vlxh8B_v0Ft9qQeeniGw/o.jpg,False,https://www.yelp.com/biz/nonnos-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,91,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.9,"{'latitude': 29.734092492112396, 'longitude': -95.40014582953664}",[],"{'address1': '1613 Richmond Ave', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77006', 'country': 'US', 'state': 'TX', 'display_address': ['1613 Richmond Ave', 'Houston, TX 77006']}",,,5040.375392557687,$$
CM2VT_2jrdTgw1BcxlhrHA,taconmadre-houston-3,Taconmadre,https://s3-media4.fl.yelpcdn.com/bphoto/vMamtG08iPEUD-q-SK84UQ/o.jpg,False,https://www.yelp.com/biz/taconmadre-houston-3?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,93,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",3.8,"{'latitude': 29.77828, 'longitude': -95.2934}",['pickup'],"{'address1': '610 Crown St', 'address2': None, 'address3': None, 'city': 'Houston', 'zip_code': '77020', 'country': 'US', 'state': 'TX', 'display_address': ['610 Crown St', 'Houston, TX 77020']}",+17136758442,(713) 675-8442,6647.6687495150145,$
BQ7EoOF0pbuIfa4nHxcY7w,prime-131-houston,Prime 131,https://s3-media2.fl.yelpcdn.com/bphoto/QgtACIAXlHV6Qq_D3GmlNw/o.jpg,False,https://www.yelp.com/biz/prime-131-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,3,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",5.0,"{'latitude': 29.788623692322897, 'longitude': -95.4281583800912}",[],"{'address1': '2505 W 11th St', 'address2': 'Ste 100', 'address3': None, 'city': 'Houston', 'zip_code': '77008', 'country': 'US', 'state': 'TX', 'display_address': ['2505 W 11th St', 'Ste 100', 'Houston, TX 77008']}",+17138401553,(713) 840-1553,7171.657250141794,
txJvULMEdc6Dieu2505UvQ,pupuseria-la-fuente-houston,Pupuseria La Fuente,https://s3-media4.fl.yelpcdn.com/bphoto/vZyudcV5_fnHDZgv0dxUIA/o.jpg,False,https://www.yelp.com/biz/pupuseria-la-fuente-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,1,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'honduran', 'title': 'Honduran'}]",5.0,"{'latitude': 29.846858, 'longitude': -95.363886}",[],"{'address1': '917 Tidwell Rd', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77022', 'country': 'US', 'state': 'TX', 'display_address': ['917 Tidwell Rd', 'Houston, TX 77022']}",+17138848431,(713) 884-8431,9328.565480658033,
Gv_rp_85kxMJ65wMUObiWw,hando-spring-branch-houston,Hando - Spring Branch,https://s3-media3.fl.yelpcdn.com/bphoto/AQRvWI17pEMCiG6lLiVnAA/o.jpg,False,https://www.yelp.com/biz/hando-spring-branch-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,16,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.6,"{'latitude': 29.802170649262337, 'longitude': -95.4925729565642}","['delivery', 'pickup']","{'address1': '8211 Long Point Rd', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77055', 'country': 'US', 'state': 'TX', 'display_address': ['8211 Long Point Rd', 'Houston, TX 77055']}",+12818466762,(281) 846-6762,13518.59361275706,
8TahnMKtA0JsTcWH9mE8ZQ,cali-sandwich-and-pho-houston,Cali Sandwich & Pho,https://s3-media4.fl.yelpcdn.com/bphoto/gOFnwbv4x10Dq30U4nRQKg/o.jpg,False,https://www.yelp.com/biz/cali-sandwich-and-pho-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,638,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'soup', 'title': 'Soup'}]",4.1,"{'latitude': 29.743709623735235, 'longitude': -95.37725272562952}",['pickup'],"{'address1': '2900 Travis St', 'address2': 'Ste F', 'address3': '', 'city': 'Houston', 'zip_code': '77006', 'country': 'US', 'state': 'TX', 'display_address': ['2900 Travis St', 'Ste F', 'Houston, TX 77006']}",+17135200710,(713) 520-0710,2720.6060056157166,$
t1XuWgH-jXvxJ8cAhvGXug,aloha-hawaiian-bbq-factory-houston,Aloha Hawaiian BBQ Factory,https://s3-media2.fl.yelpcdn.com/bphoto/bE6pu4tcZUvm4ZHjacBhLg/o.jpg,False,https://www.yelp.com/biz/aloha-hawaiian-bbq-factory-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,13,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.5,"{'latitude': 29.722706957648164, 'longitude': -95.37048283964396}","['delivery', 'pickup']","{'address1': '2616 Blodgett St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77004', 'country': 'US', 'state': 'TX', 'display_address': ['2616 Blodgett St', 'Houston, TX 77004']}",+18329302889,(832) 930-2889,4597.011382925431,$$
3_DzhlJPvEust6HP4xaabw,deli-deluxe-houston-2,Deli Deluxe,https://s3-media3.fl.yelpcdn.com/bphoto/XNWiue0vOKeYyqEKW4hH5A/o.jpg,False,https://www.yelp.com/biz/deli-deluxe-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,83,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 29.7569219913765, 'longitude': -95.3644003583012}","['delivery', 'pickup']","{'address1': '1001 McKinney St', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['1001 McKinney St', 'Houston, TX 77002']}",+17136508088,(713) 650-8088,802.9812598508003,$
7bwTCJa9FVZiGKlkpNYXRg,chicharrones-el-guero-houston,Chicharrones El Guero,https://s3-media2.fl.yelpcdn.com/bphoto/rvx2GxW32ifBbVR77dt6Sw/o.jpg,False,https://www.yelp.com/biz/chicharrones-el-guero-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,23,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.1,"{'latitude': 29.77184, 'longitude': -95.23355}",['delivery'],"{'address1': '1002 Holland St', 'address2': None, 'address3': None, 'city': 'Houston', 'zip_code': '77029', 'country': 'US', 'state': 'TX', 'display_address': ['1002 Holland St', 'Houston, TX 77029']}",+17133308433,(713) 330-8433,12233.015995264524,
5dVuFVRbUTltFvZdhzz_XQ,makiin-houston-2,MaKiin,https://s3-media3.fl.yelpcdn.com/bphoto/9SVWyMoeP4frifhu5w_VIA/o.jpg,False,https://www.yelp.com/biz/makiin-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,108,"[{'alias': 'thai', 'title': 'Thai'}]",4.4,"{'latitude': 29.73985, 'longitude': -95.41978}",[],"{'address1': '2651 Kipling St', 'address2': 'Ste 101', 'address3': '', 'city': 'Houston', 'zip_code': '77098', 'country': 'US', 'state': 'TX', 'display_address': ['2651 Kipling St', 'Ste 101', 'Houston, TX 77098']}",+18326959999,(832) 695-9999,6324.828775319409,
bAV4UMF7XTOCNAi8-ekBhA,krisp-korean-fried-chicken-houston-3,Krisp Korean Fried Chicken,https://s3-media3.fl.yelpcdn.com/bphoto/mV-QKr-y1gvCk3qow7mUjw/o.jpg,False,https://www.yelp.com/biz/krisp-korean-fried-chicken-houston-3?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,288,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'korean', 'title': 'Korean'}]",4.3,"{'latitude': 29.797722, 'longitude': -95.525493}","['delivery', 'pickup']","{'address1': '9486 Long Point Rd', 'address2': None, 'address3': None, 'city': 'Houston', 'zip_code': '77055', 'country': 'US', 'state': 'TX', 'display_address': ['9486 Long Point Rd', 'Houston, TX 77055']}",+17134922535,(713) 492-2535,16435.313837667003,$$
lKNWKUj3WctYdlTexEBK3g,la-chingada-tacos-and-tequila-houston,La Chingada Tacos & Tequila,https://s3-media3.fl.yelpcdn.com/bphoto/24Qz7S1tdun9EOBplRLmyg/o.jpg,False,https://www.yelp.com/biz/la-chingada-tacos-and-tequila-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,392,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.3,"{'latitude': 29.8041456666703, 'longitude': -95.3778756782413}","['delivery', 'pickup']","{'address1': '1402 Northwood St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77009', 'country': 'US', 'state': 'TX', 'display_address': ['1402 Northwood St', 'Houston, TX 77009']}",+17135051218,(713) 505-1218,4888.487483490895,$$
Uoj4w4STw5UM45TvJ-hFyA,tacos-and-pupusas-express-houston,Tacos and Pupusas Express,https://s3-media2.fl.yelpcdn.com/bphoto/sJUZmmDAgLwgJY6Fpsio3w/o.jpg,False,https://www.yelp.com/biz/tacos-and-pupusas-express-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,1,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",5.0,"{'latitude': 29.750610220686376, 'longitude': -95.35526765727415}",[],"{'address1': '1005 Saint Emanuel St', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77003', 'country': 'US', 'state': 'TX', 'display_address': ['1005 Saint Emanuel St', 'Houston, TX 77003']}",+18328055990,(832) 805-5990,1452.7902013128582,
gi6eGTibQeTLoAq1_RbPdA,uncle-chins-kitchen-katy,Uncle Chin's Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/6bnXuiYdtkC1_vhhGISTUA/o.jpg,False,https://www.yelp.com/biz/uncle-chins-kitchen-katy?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,147,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'singaporean', 'title': 'Singaporean'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.8,"{'latitude': 29.760492727859347, 'longitude': -95.75259234756231}","['delivery', 'pickup']","{'address1': '1520 Mason Rd', 'address2': 'Ste A', 'address3': None, 'city': 'Katy', 'zip_code': '77450', 'country': 'US', 'state': 'TX', 'display_address': ['1520 Mason Rd', 'Ste A', 'Katy, TX 77450']}",+18324373273,(832) 437-3273,37901.49113075245,
QSWpRvpXcLzAf76wmbD6Rw,chimac-houston-2,Chimac,https://s3-media1.fl.yelpcdn.com/bphoto/AeA2_RyD2WwR1wdesYCBIQ/o.jpg,False,https://www.yelp.com/biz/chimac-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,489,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.4,"{'latitude': 29.935382, 'longitude': -95.582953}","['delivery', 'pickup']","{'address1': '10860 Cypress Creek Pkwy', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77070', 'country': 'US', 'state': 'TX', 'display_address': ['10860 Cypress Creek Pkwy', 'Houston, TX 77070']}",+12816532242,(281) 653-2242,28806.954038367036,$$
mWdp7JJpvZn-VqD-Gt3CbQ,the-bakers-son-by-valerios-houston,The Baker's Son by Valerio's,https://s3-media4.fl.yelpcdn.com/bphoto/QznLXcXKmqPZ3veOGXNf-A/o.jpg,False,https://www.yelp.com/biz/the-bakers-son-by-valerios-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,110,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.6,"{'latitude': 29.692907265620978, 'longitude': -95.41471548712288}",[],"{'address1': '8025 Main St', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77025', 'country': 'US', 'state': 'TX', 'display_address': ['8025 Main St', 'Houston, TX 77025']}",+18324749688,(832) 474-9688,9420.722607173473,
RB1HVQxnRxXrtv-taNa7BA,shokku-ramen-houston-2,Shokku Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/kYe2i-USRk90E6allNKzjQ/o.jpg,False,https://www.yelp.com/biz/shokku-ramen-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,297,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'soup', 'title': 'Soup'}]",3.2,"{'latitude': 29.788687, 'longitude': -95.388077}","['delivery', 'pickup']","{'address1': '933 Studewood St', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77008', 'country': 'US', 'state': 'TX', 'display_address': ['933 Studewood St', 'Houston, TX 77008']}",+18328317155,(832) 831-7155,3939.521780595628,$$
1sscafgHEB3M5xmmnBU3-Q,ballpark-cafe-houston,Ballpark Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/6mU4qc2CZ6rdJc24mlPTtg/o.jpg,False,https://www.yelp.com/biz/ballpark-cafe-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,4,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 29.756778, 'longitude': -95.357813}","['delivery', 'pickup']","{'address1': '1520 Texas Ave', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['1520 Texas Ave', 'Houston, TX 77002']}",+17132281520,(713) 228-1520,720.8761683788591,
_bUcO_Kjj4rQ1PZRMbjlJg,paiks-noodle-houston-4,Paik's Noodle,https://s3-media3.fl.yelpcdn.com/bphoto/O4j2rVZIT8K_i5ysr8lAqg/o.jpg,False,https://www.yelp.com/biz/paiks-noodle-houston-4?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,186,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'korean', 'title': 'Korean'}]",4.2,"{'latitude': 29.7976886819575, 'longitude': -95.523339519312}",['delivery'],"{'address1': '9355 Long Point Rd', 'address2': 'Ste J-1', 'address3': None, 'city': 'Houston', 'zip_code': '77055', 'country': 'US', 'state': 'TX', 'display_address': ['9355 Long Point Rd', 'Ste J-1', 'Houston, TX 77055']}",+18322423123,(832) 242-3123,16232.484677332488,$
gOICzAHTAqfSiFGkNH2yzQ,moon-rabbit-houston,Moon Rabbit,https://s3-media2.fl.yelpcdn.com/bphoto/GOIpgrJEueC-1etzKVz9mw/o.jpg,False,https://www.yelp.com/biz/moon-rabbit-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,248,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.3,"{'latitude': 29.80292, 'longitude': -95.40829}",[],"{'address1': '605 W 19th St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77008', 'country': 'US', 'state': 'TX', 'display_address': ['605 W 19th St', 'Houston, TX 77008']}",+17136843991,(713) 684-3991,6436.729643695248,$$
ZfC2qb1tXNipKQddVXKBNA,ikto-houston,IKTO,https://s3-media3.fl.yelpcdn.com/bphoto/tgS8zo1m83aBZbJzFV1QaA/o.jpg,False,https://www.yelp.com/biz/ikto-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,57,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.8,"{'latitude': 29.790224, 'longitude': -95.40921}",[],"{'address1': '1221 W 11th St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77008', 'country': 'US', 'state': 'TX', 'display_address': ['1221 W 11th St', 'Houston, TX 77008']}",,,5631.936752752636,$$
3oVFxuNiSGSUcYEJdw_BJQ,the-toasted-coconut-houston,The Toasted Coconut,https://s3-media2.fl.yelpcdn.com/bphoto/AGX0_Do9wsRrzmrNIBcspg/o.jpg,False,https://www.yelp.com/biz/the-toasted-coconut-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,426,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"{'latitude': 29.73408, 'longitude': -95.4000826}",['delivery'],"{'address1': '1617 Richmond Ave', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77006', 'country': 'US', 'state': 'TX', 'display_address': ['1617 Richmond Ave', 'Houston, TX 77006']}",+17134854775,(713) 485-4775,5036.565644582939,$$
M7MafvD4pO0rvQCZZg7vbA,bamboo-house-humble-2,Bamboo House,https://s3-media1.fl.yelpcdn.com/bphoto/8n7vZ62kFGoLwXT0XW3a_A/o.jpg,False,https://www.yelp.com/biz/bamboo-house-humble-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,607,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.4,"{'latitude': 29.93987, 'longitude': -95.2702599}",['delivery'],"{'address1': '7855 N Sam Houston Pkwy E', 'address2': None, 'address3': '', 'city': 'Humble', 'zip_code': '77396', 'country': 'US', 'state': 'TX', 'display_address': ['7855 N Sam Houston Pkwy E', 'Humble, TX 77396']}",+12814413456,(281) 441-3456,21484.42247005656,$$
_Y6xofnu5zo0gbyyR6yC_g,best-street-tacos-houston,Best Street Tacos,https://s3-media1.fl.yelpcdn.com/bphoto/QnkogQjwdLrDZ07KJwTrCA/o.jpg,False,https://www.yelp.com/biz/best-street-tacos-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,56,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",3.6,"{'latitude': 29.753094964476546, 'longitude': -95.3771677}","['delivery', 'pickup']","{'address1': '2004 Baldwin St', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['2004 Baldwin St', 'Houston, TX 77002']}",+13374880676,(337) 488-0676,1995.0464849910184,
pr9Hcn5fjpxWLZzIbNb8Cw,lucilles-houston,Lucille's,https://s3-media1.fl.yelpcdn.com/bphoto/wHAJYRp3Wlum4GErAkgvEQ/o.jpg,False,https://www.yelp.com/biz/lucilles-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,1818,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'southern', 'title': 'Southern'}]",3.9,"{'latitude': 29.72388, 'longitude': -95.38515}","['delivery', 'pickup']","{'address1': '5512 La Branch St', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77004', 'country': 'US', 'state': 'TX', 'display_address': ['5512 La Branch St', 'Houston, TX 77004']}",+17135682505,(713) 568-2505,4989.169954507385,$$
H94geLCllp0NTbwu5bW1zA,pueblas-mexican-kitchen-houston-2,Puebla's Mexican Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/YcFx5pnJ-lWLzF_NoELMBw/o.jpg,False,https://www.yelp.com/biz/pueblas-mexican-kitchen-houston-2?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,306,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 29.808234, 'longitude': -95.389334}","['delivery', 'pickup']","{'address1': '6320 N Main St', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77009', 'country': 'US', 'state': 'TX', 'display_address': ['6320 N Main St', 'Houston, TX 77009']}",+17134269062,(713) 426-9062,5771.358143839304,$$
klNukwjIL3hkpgwXKoH3Zw,tiny-champions-houston,Tiny Champions,https://s3-media2.fl.yelpcdn.com/bphoto/Wg-XcOfQ2TWBJyp3jKYIyA/o.jpg,False,https://www.yelp.com/biz/tiny-champions-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,302,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.6,"{'latitude': 29.74847, 'longitude': -95.35051}",['delivery'],"{'address1': '2617 McKinney St', 'address2': '', 'address3': None, 'city': 'Houston', 'zip_code': '77003', 'country': 'US', 'state': 'TX', 'display_address': ['2617 McKinney St', 'Houston, TX 77003']}",+17134855329,(713) 485-5329,1857.6518130777806,$$
l2_QIuGDCNlk9dnkDog_Iw,grace-pizza-and-shakes-houston,Grace Pizza and Shakes,https://s3-media3.fl.yelpcdn.com/bphoto/A6s7p2UNRl3zzcM53w2tjQ/o.jpg,False,https://www.yelp.com/biz/grace-pizza-and-shakes-houston?adjust_creative=lt7uJL4ENNZHumR0NPWghA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lt7uJL4ENNZHumR0NPWghA,16,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.3,"{'latitude': 29.78556717004195, 'longitude': -95.3879467}",[],"{'address1': '801 Studewood St', 'address2': None, 'address3': '', 'city': 'Houston', 'zip_code': '77007', 'country': 'US', 'state': 'TX', 'display_address': ['801 Studewood St', 'Houston, TX 77007']}",+12818887031,(281) 888-7031,3685.3056857910765,
